Date,z1_AC1(kW),z1_Light(kW),z1_Plug(kW),z1_S1(degC),z1_S1(RH%),z1_S1(lux),z2_AC1(kW),z2_Light(kW),z2_Plug(kW),z2_S1(degC),z2_S1(RH%),z2_S1(lux),z3_Light(kW),z3_Plug(kW),z4_AC1(kW),z4_AC2(kW),z4_AC3(kW),z4_AC4(kW),z4_Light(kW),z4_Plug(kW),z4_S1(degC),z4_S1(RH%),z4_S1(lux),z5_AC1(kW),z5_Light(kW),z5_Plug(kW),z5_S1(degC),z5_S1(RH%),z5_S1(lux),z1_Total(kW),z2_Total(kW),z3_Total(kW),z4_Total(kW),z5_Total(kW),Floor_Total(kW),Floor_Mean_Temp,Floor_Mean_Lux
2019-02-20 22:00:00,0.0,0.0,0.26316666666666666,19.85,72.43,1.0,0.0,0.010166666666666666,0.097,19.96,70.75,1.0,0.09833333333333334,0.2641666666666667,0.0,0.0,0.0,0.0,0.0,0.11883333333333333,19.73,72.44,1.0,0.0,0.0,0.04,19.93,72.36,0.0,0.26316666666666666,0.10716666666666667,0.36250000000000004,0.11883333333333333,0.04,0.8916666666666668,22.162499999999998,51.75
2019-02-20 23:00:00,0.0,0.0,0.29300000000000004,19.85,72.43,1.0,0.0,0.01,0.089,19.96,70.75,1.0,0.03866666666666667,0.27116666666666667,0.0,0.0,0.0,0.0,0.0,0.10883333333333334,19.73,72.44,1.0,0.0,0.0,0.04,19.93,72.36,0.0,0.29300000000000004,0.099,0.3098333333333334,0.10883333333333334,0.04,0.8506666666666668,22.162499999999998,51.75
2019-02-21 00:00:00,0.0,0.0,0.3266666666666667,19.85,72.43,1.0,0.0,0.01,0.11383333333333333,19.96,70.75,1.0,0.05683333333333333,0.264,0.0,0.0,0.0,0.0,0.0,0.09366666666666666,19.73,72.44,1.0,0.0,0.0,0.03983333333333334,19.93,72.36,0.0,0.3266666666666667,0.12383333333333334,0.3208333333333334,0.09366666666666666,0.03983333333333334,0.9048333333333335,22.162499999999998,51.75
2019-02-21 01:00:00,0.0,0.0,0.29916666666666664,19.85,72.43,1.0,0.0,0.01,0.12533333333333335,19.96,70.75,1.0,0.11316666666666667,0.2678333333333333,0.0,0.0,0.0,0.0,0.0,0.10833333333333334,19.73,72.44,1.0,0.0,0.0,0.04,19.93,72.36,0.0,0.29916666666666664,0.13533333333333336,0.38100000000000006,0.10833333333333334,0.04,0.9638333333333334,22.162499999999998,51.75
2019-02-21 02:00:00,0.0,0.0,0.29250000000000004,19.85,72.43,1.0,0.0,0.01,0.08983333333333335,19.96,70.75,1.0,0.0645,0.2675,0.0,0.0,0.0,0.0,0.0,0.1085,19.73,72.44,1.0,0.0,0.0,0.04033333333333333,19.93,72.36,0.0,0.29250000000000004,0.09983333333333334,0.332,0.1085,0.04033333333333333,0.8731666666666668,22.162499999999998,51.75
2019-02-21 03:00:00,0.0,0.0,0.2365,19.85,72.43,1.0,0.0,0.01,0.09083333333333334,19.96,70.75,1.0,0.01933333333333333,0.2678333333333333,0.0,0.0,0.0,0.0,0.0,0.096,19.73,72.44,1.0,0.0,0.0,0.04,19.93,72.36,0.0,0.2365,0.10083333333333334,0.28716666666666674,0.096,0.04,0.7605000000000001,22.162499999999998,51.75
2019-02-21 04:00:00,0.0,0.0,0.29233333333333333,19.85,72.43,1.0,0.0,0.01,0.115,19.96,70.75,1.0,0.11516666666666667,0.26383333333333336,0.0,0.0,0.0,0.0,0.0,0.1085,19.73,72.44,1.0,0.0,0.0,0.03983333333333334,19.93,72.36,0.0,0.29233333333333333,0.12500000000000003,0.37900000000000006,0.1085,0.03983333333333334,0.9446666666666668,22.162499999999998,51.75
2019-02-21 05:00:00,0.0,0.0,0.255,19.85,72.43,1.0,0.0,1.094,0.19616666666666666,19.96,70.75,1.0,1.0731666666666666,0.26733333333333337,0.0,0.0,0.0,0.0,0.0,0.10983333333333332,19.73,72.44,1.0,0.0,0.0,0.03883333333333334,19.93,72.36,0.0,0.255,1.2901666666666667,1.3405,0.10983333333333332,0.03883333333333334,3.0343333333333335,22.162499999999998,51.75
2019-02-21 06:00:00,0.0,0.058333333333333334,0.2853333333333333,19.85,72.43,1.0,0.0,2.633666666666667,0.2843333333333333,19.96,70.75,1.0,1.6191666666666664,0.2675,0.0,0.0,0.0,0.0,0.3745,0.21333333333333335,19.73,72.44,1.0,0.0,0.0,0.03966666666666666,19.93,72.36,0.0,0.3436666666666667,2.918,1.8866666666666667,0.5878333333333333,0.03966666666666666,5.775833333333334,22.162499999999998,51.75
2019-02-21 07:00:00,4.445833333333334,2.1595,0.3438333333333333,19.85,72.43,1.0,5.946333333333333,5.813,0.38716666666666666,19.96,70.75,1.0,1.642,0.26683333333333337,0.0,0.0,0.0,5.4835,0.4613333333333333,0.22333333333333333,19.73,72.44,1.0,4.0815,0.0,0.03983333333333334,19.93,72.36,0.0,6.949166666666667,12.1465,1.9088333333333334,6.168166666666666,4.121333333333333,31.293999999999997,22.162499999999998,51.75
2019-02-21 08:00:00,19.319666666666667,3.5031666666666665,0.734,19.85,72.43,1.0,22.76966666666667,5.859833333333333,1.0295,19.96,70.75,1.0,1.829,0.2763333333333333,0.0,0.0,0.0,22.396,0.9076666666666667,0.59,19.73,72.44,1.0,4.969833333333333,0.0005,0.0335,19.93,72.36,0.0,23.556833333333334,29.659,2.1053333333333333,23.893666666666668,5.003833333333334,84.21866666666666,22.162499999999998,51.75
2019-02-21 09:00:00,19.446,3.6488333333333336,0.9115,19.85,72.43,1.0,18.28216666666667,5.906000000000001,0.9726666666666667,19.96,70.75,1.0,1.9138333333333333,0.2735,0.0,0.0,0.0,13.898166666666667,0.8133333333333332,0.3718333333333333,19.73,72.44,1.0,4.045166666666667,0.0,0.036833333333333336,19.93,72.36,0.0,24.006333333333334,25.160833333333336,2.1873333333333336,15.083333333333334,4.082,70.51983333333334,22.162499999999998,51.75
2019-02-21 10:00:00,19.5605,3.6641666666666666,1.0585,19.85,72.43,1.0,16.308,6.335,1.0091666666666665,19.96,70.75,1.0,1.8051666666666668,0.27599999999999997,0.0,0.11516666666666667,0.0,12.774333333333335,0.8108333333333333,0.38183333333333336,19.73,72.44,1.0,3.6795,0.0,0.0335,19.93,72.36,0.0,24.283166666666666,23.65216666666667,2.081166666666667,14.082166666666666,3.713,67.81166666666667,22.162499999999998,51.75
2019-02-21 11:00:00,14.714333333333334,3.6881666666666666,1.1006666666666667,19.85,72.43,1.0,9.568666666666667,6.6034999999999995,0.9655,19.96,70.75,1.0,1.7031666666666667,0.27699999999999997,0.0,0.24683333333333335,0.0,10.686499999999999,0.8156666666666667,0.48783333333333334,19.73,72.44,1.0,2.5941666666666667,0.0,0.03716666666666667,19.93,72.36,0.0,19.50316666666667,17.137666666666668,1.9801666666666666,12.236833333333333,2.631333333333333,53.48916666666666,22.162499999999998,51.75
2019-02-21 12:00:00,0.06466666666666666,3.653,0.8026666666666666,19.85,72.43,1.0,0.7993333333333333,6.763333333333334,0.9276666666666666,19.96,70.75,1.0,1.9106666666666667,0.2773333333333333,0.0,0.873,0.0,0.043000000000000003,0.8123333333333334,0.7585,19.73,72.44,1.0,0.014666666666666666,0.00016666666666666666,0.03983333333333334,19.93,72.36,0.0,4.520333333333334,8.490333333333334,2.188,2.4868333333333337,0.05466666666666667,17.740166666666667,22.162499999999998,51.75
2019-02-21 13:00:00,19.57016666666667,3.534,1.0095,19.85,72.43,1.0,21.3755,6.4093333333333335,0.961,19.96,70.75,1.0,1.6478333333333335,0.2771666666666667,0.0,0.5951666666666667,0.0,20.586833333333335,0.7883333333333334,0.4215,19.73,72.44,1.0,6.762333333333333,0.0,0.035166666666666666,19.93,72.36,0.0,24.113666666666667,28.745833333333334,1.925,22.391833333333338,6.7975,83.97383333333333,22.162499999999998,51.75
2019-02-21 14:00:00,19.976499999999998,3.5735,1.1681666666666668,19.85,72.43,1.0,15.845666666666666,5.884166666666667,1.0516666666666667,19.96,70.75,1.0,1.6423333333333332,0.27399999999999997,0.0,0.007666666666666667,0.0,15.547666666666666,0.8016666666666666,0.3695,19.73,72.44,1.0,3.8646666666666665,0.0,0.039,19.93,72.36,0.0,24.718166666666665,22.7815,1.9163333333333334,16.7265,3.9036666666666666,70.04616666666668,22.162499999999998,51.75
2019-02-21 15:00:00,19.82,3.5771666666666664,0.9005,19.85,72.43,1.0,13.001666666666667,5.971166666666666,1.034,19.96,70.75,1.0,1.686,0.2803333333333333,0.0,0.0,0.0,12.462166666666667,0.8098333333333333,0.405,19.73,72.44,1.0,3.8661666666666665,0.0,0.034,19.93,72.36,0.0,24.297666666666668,20.006833333333336,1.9663333333333335,13.677,3.9001666666666663,63.848,22.162499999999998,51.75
2019-02-21 16:00:00,9.719333333333333,3.5991666666666666,1.0701666666666665,19.85,72.43,1.0,6.407833333333333,6.3294999999999995,0.8170000000000001,19.96,70.75,1.0,1.4164999999999999,0.27699999999999997,0.0,0.0,0.0,6.8755,0.8213333333333334,0.22683333333333333,19.73,72.44,1.0,1.8326666666666667,0.0,0.0395,19.93,72.36,0.0,14.388666666666667,13.554333333333334,1.6935,7.923666666666667,1.872166666666667,39.432333333333325,22.162499999999998,51.75
2019-02-21 17:00:00,0.0,3.665,0.9215,19.85,72.43,1.0,0.0,6.330333333333333,0.586,19.96,70.75,1.0,1.2291666666666667,0.2693333333333333,0.0,0.0,0.0,0.0,0.056499999999999995,0.10133333333333333,19.73,72.44,1.0,0.0,0.0,0.04033333333333333,19.93,72.36,0.0,4.5865,6.916333333333333,1.4985,0.15783333333333335,0.04033333333333333,13.199499999999999,22.162499999999998,51.75
2019-02-21 18:00:00,0.0,3.3040000000000003,0.9005,19.85,72.43,1.0,0.0,5.629166666666666,0.4205,19.96,70.75,1.0,1.3619999999999999,0.2676666666666667,0.0,0.0,0.0,0.0,0.0,0.05383333333333333,19.73,72.44,1.0,0.0,0.0,0.0395,19.93,72.36,0.0,4.2045,6.049666666666667,1.6296666666666666,0.05383333333333333,0.0395,11.977166666666667,22.162499999999998,51.75
2019-02-21 19:00:00,0.0,3.3089999999999997,0.733,19.85,72.43,1.0,0.0,5.6370000000000005,0.33366666666666667,19.96,70.75,1.0,1.3693333333333333,0.26733333333333337,0.0,0.0,0.0,0.0,0.0,0.068,19.73,72.44,1.0,0.0,0.0,0.03916666666666667,19.93,72.36,0.0,4.042,5.970666666666667,1.6366666666666667,0.068,0.03916666666666667,11.756499999999999,22.162499999999998,51.75
2019-02-21 20:00:00,0.0,2.7314999999999996,0.2658333333333333,19.85,72.43,1.0,0.0,4.7295,0.2021666666666667,19.96,70.75,1.0,1.4695,0.2641666666666667,0.0,0.0,0.0,0.0,0.0,0.06866666666666667,19.73,72.44,1.0,0.0,0.0,0.0405,19.93,72.36,0.0,2.997333333333333,4.9316666666666675,1.7336666666666667,0.06866666666666667,0.0405,9.771833333333332,22.162499999999998,51.75
2019-02-21 21:00:00,0.0,0.26116666666666666,0.1835,19.85,72.43,1.0,0.0,0.8991666666666666,0.08083333333333333,19.96,70.75,1.0,0.753,0.26733333333333337,0.0,0.0,0.0,0.0,0.0,0.05366666666666667,19.73,72.44,1.0,0.0,0.0,0.03916666666666667,19.93,72.36,0.0,0.44466666666666665,0.98,1.0203333333333333,0.05366666666666667,0.03916666666666667,2.5378333333333334,22.162499999999998,51.75
2019-02-21 22:00:00,0.0,0.0,0.18166666666666667,19.85,72.43,1.0,0.0,0.01,0.0785,19.96,70.75,1.0,0.111,0.26733333333333337,0.0,0.0,0.0,0.0,0.0,0.06749999999999999,19.73,72.44,1.0,0.0,0.0,0.03933333333333334,19.93,72.36,0.0,0.18166666666666667,0.08850000000000001,0.37833333333333335,0.06749999999999999,0.03933333333333334,0.7553333333333334,22.162499999999998,51.75
2019-02-21 23:00:00,0.0,0.0,0.19499999999999998,19.85,72.43,1.0,0.0,0.01,0.08016666666666668,19.96,70.75,1.0,0.01916666666666667,0.267,0.0,0.0,0.0,0.0,0.0,0.05383333333333333,19.73,72.44,1.0,0.0,0.0,0.0395,19.93,72.36,0.0,0.19499999999999998,0.09016666666666667,0.2861666666666667,0.05383333333333333,0.0395,0.6646666666666667,22.162499999999998,51.75
2019-02-22 00:00:00,0.0,0.0,0.16599999999999998,19.85,72.43,1.0,0.0,0.009833333333333333,0.06366666666666668,19.96,70.75,1.0,0.11566666666666667,0.2705,0.0,0.0,0.0,0.0,0.0,0.06766666666666667,19.73,72.44,1.0,0.0,0.0,0.03716666666666667,19.93,72.36,0.0,0.16599999999999998,0.0735,0.3861666666666667,0.06766666666666667,0.03716666666666667,0.7305,22.162499999999998,51.75
2019-02-22 01:00:00,0.0,0.0,0.20049999999999998,19.85,72.43,1.0,0.0,0.01,0.06066666666666667,19.96,70.75,1.0,0.0635,0.2641666666666667,0.0,0.0,0.0,0.0,0.0,0.06816666666666667,19.73,72.44,1.0,0.0,0.0,0.033666666666666664,19.93,72.36,0.0,0.20049999999999998,0.07066666666666667,0.3276666666666667,0.06816666666666667,0.033666666666666664,0.7006666666666668,22.162499999999998,51.75
2019-02-22 02:00:00,0.0,0.0,0.1635,19.85,72.43,1.0,0.0,0.01,0.0625,19.96,70.75,1.0,0.0645,0.2676666666666667,0.0,0.0,0.0,0.0,0.0,0.05366666666666667,19.73,72.44,1.0,0.0,0.0,0.03833333333333334,19.93,72.36,0.0,0.1635,0.07250000000000001,0.3321666666666667,0.05366666666666667,0.03833333333333334,0.6601666666666668,22.162499999999998,51.75
2019-02-22 03:00:00,0.0,0.0,0.23099999999999998,19.85,72.43,1.0,0.0,0.01,0.07816666666666668,19.96,70.75,1.0,0.06566666666666668,0.26733333333333337,0.0,0.0,0.0,0.0,0.0,0.06766666666666667,19.73,72.44,1.0,0.0,0.0,0.03933333333333334,19.93,72.36,0.0,0.23099999999999998,0.08816666666666667,0.3330000000000001,0.06766666666666667,0.03933333333333334,0.7591666666666668,22.162499999999998,51.75
2019-02-22 04:00:00,0.0,0.0,0.29750000000000004,19.85,72.43,1.0,0.0,0.01,0.10466666666666667,19.96,70.75,1.0,0.06333333333333334,0.266,0.0,0.0,0.0,0.0,0.0,0.058833333333333335,19.73,72.44,1.0,0.0,0.0,0.03883333333333334,19.93,72.36,0.0,0.29750000000000004,0.11466666666666668,0.32933333333333337,0.058833333333333335,0.0395,0.8395833333333335,22.162499999999998,51.75
2019-02-22 05:00:00,0.0,0.0,0.21933333333333332,19.85,72.43,1.0,0.0,0.4876666666666667,0.17066666666666666,19.96,70.75,1.0,0.5984999999999999,0.2645,0.0,0.0,0.0,0.0,0.0,0.06133333333333334,19.73,72.44,1.0,0.0,0.0,0.03933333333333334,19.93,72.36,0.0,0.21933333333333332,0.6583333333333333,0.863,0.06133333333333334,0.03933333333333334,1.8413333333333335,22.162499999999998,51.75
2019-02-22 06:00:00,0.0,0.006166666666666667,0.20933333333333334,19.85,72.43,1.0,0.0,2.322,0.24733333333333332,19.96,70.75,1.0,1.5403333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.2573333333333333,0.1285,19.73,72.44,1.0,0.0,0.0,0.10966666666666666,19.93,72.36,0.0,0.2155,2.5693333333333332,1.807,0.3858333333333333,0.10966666666666666,5.0873333333333335,22.162499999999998,51.75
2019-02-22 07:00:00,4.481166666666667,1.3099999999999998,0.20866666666666667,19.85,72.43,1.0,5.991166666666667,5.5216666666666665,0.33616666666666667,19.96,70.75,1.0,1.4746666666666668,0.26733333333333337,0.0,0.0,0.0,5.4965,0.4465,0.20400000000000001,19.73,72.44,1.0,4.089666666666667,0.0,0.058833333333333335,19.93,72.36,0.0,5.999833333333333,11.849,1.742,6.147,4.1485,29.886333333333333,22.162499999999998,51.75
2019-02-22 08:00:00,19.466666666666665,3.2078333333333333,0.533,19.85,72.43,1.0,23.0975,5.689333333333334,0.8721666666666666,19.96,70.75,1.0,1.7048333333333332,0.2721666666666666,0.0,0.0,0.0,20.112833333333334,0.7975,0.2888333333333334,19.73,72.44,1.0,4.3005,0.0,0.03933333333333334,19.93,72.36,0.0,23.2075,29.659,1.977,21.199166666666667,4.339833333333334,80.3825,22.162499999999998,51.75
2019-02-22 09:00:00,19.6265,3.369666666666667,0.748,19.85,72.43,1.0,18.045666666666666,5.863333333333333,1.2570000000000001,19.96,70.75,1.0,1.7933333333333332,0.2768333333333333,0.0,0.0,0.0,11.268166666666668,0.8111666666666666,0.5461666666666667,19.73,72.44,1.0,4.3575,0.0,0.03900000000000001,19.93,72.36,0.0,23.74416666666667,25.166,2.0701666666666667,12.625499999999999,4.3965000000000005,68.00233333333333,22.162499999999998,51.75
2019-02-22 10:00:00,19.841,3.4916666666666667,0.9516666666666667,19.85,72.43,1.0,15.925666666666666,6.105333333333333,1.0788333333333333,19.96,70.75,1.0,1.8503333333333332,0.27416666666666667,0.0,0.0,0.0,14.2525,0.8025000000000001,0.44433333333333336,19.73,72.44,1.0,3.0983333333333336,0.0,0.0385,19.93,72.36,0.0,24.284333333333333,23.10983333333333,2.1245,15.499333333333334,3.1368333333333336,68.15483333333333,22.162499999999998,51.75
2019-02-22 11:00:00,14.780333333333333,3.372666666666667,0.6995,19.85,72.43,1.0,9.747333333333334,6.147166666666666,1.0698333333333332,19.96,70.75,1.0,1.6185,0.28049999999999997,0.008333333333333333,0.0,0.0,11.123833333333334,0.8053333333333333,0.5226666666666666,19.73,72.44,1.0,2.4563333333333333,0.0,0.034666666666666665,19.93,72.36,0.0,18.852500000000003,16.964333333333332,1.899,12.629583333333333,2.491,52.835,22.162499999999998,51.75
2019-02-22 12:00:00,0.04683333333333333,3.459,0.5968333333333333,19.85,72.43,1.0,0.5083333333333333,6.421833333333334,1.0183333333333333,19.96,70.75,1.0,1.6756666666666666,0.2773333333333333,1.3403333333333334,0.0,0.0,0.031000000000000003,0.8349999999999999,0.5316666666666667,19.73,72.44,1.0,0.010833333333333334,0.0008333333333333334,0.03383333333333334,19.93,72.36,0.0,4.102666666666667,7.948499999999999,1.953,2.738,0.0455,16.787666666666667,22.162499999999998,51.75
2019-02-22 13:00:00,19.206166666666665,3.5471666666666666,0.5615,19.85,72.43,1.0,20.5745,5.8555,1.2026666666666666,19.96,70.75,1.0,1.6376666666666668,0.2773333333333333,0.318,0.10066666666666667,0.0,18.258166666666668,0.8053333333333333,0.36166666666666664,19.73,72.44,1.0,6.697666666666667,0.00016666666666666666,0.03900000000000001,19.93,72.36,0.0,23.314833333333333,27.63266666666667,1.915,19.843833333333336,6.736833333333334,79.44316666666667,22.162499999999998,51.75
2019-02-22 14:00:00,20.033166666666666,3.569666666666667,0.6456666666666667,19.85,72.43,1.0,14.888833333333334,6.2915,1.1708333333333334,19.96,70.75,1.0,1.8478333333333334,0.2766666666666666,0.057166666666666664,0.12366666666666666,0.0,13.382666666666667,0.8098333333333333,0.5236666666666667,19.73,72.44,1.0,3.2128333333333337,0.0,0.03816666666666667,19.93,72.36,0.0,24.2485,22.351166666666664,2.1245,14.897,3.2515833333333335,66.92625,22.162499999999998,51.75
2019-02-22 15:00:00,19.89016666666667,3.5829999999999997,0.8286666666666667,19.85,72.43,1.0,13.116000000000001,6.246333333333333,1.0655,19.96,70.75,1.0,1.7235,0.275,0.056833333333333326,0.12283333333333334,0.0,12.539333333333333,0.8173333333333334,0.657,19.73,72.44,1.0,3.5108333333333333,0.0,0.03933333333333334,19.93,72.36,0.0,24.30183333333333,20.427833333333336,1.9985,14.193333333333333,3.550166666666667,64.47166666666666,22.162499999999998,51.75
2019-02-22 16:00:00,9.693333333333333,3.4975,0.8163333333333332,19.85,72.43,1.0,6.392666666666667,6.218833333333333,0.8731666666666666,19.96,70.75,1.0,1.3508333333333333,0.2796666666666666,0.28950000000000004,0.009166666666666667,0.0,7.570333333333334,0.25783333333333336,0.1825,19.73,72.44,1.0,2.0763333333333334,0.0,0.03983333333333334,19.93,72.36,0.0,14.007166666666668,13.484666666666667,1.6305,8.309333333333333,2.1161666666666665,39.54783333333333,22.162499999999998,51.75
2019-02-22 17:00:00,0.0,3.4256666666666664,0.6551666666666667,19.85,72.43,1.0,0.0,6.318833333333333,0.629,19.96,70.75,1.0,1.2093333333333334,0.2765,0.24316666666666667,0.0,0.0,0.0,0.37216666666666665,0.08833333333333333,19.73,72.44,1.0,0.0,0.11866666666666667,0.04,19.93,72.36,0.0,4.0808333333333335,6.9478333333333335,1.4858333333333333,0.7036666666666667,0.15866666666666665,13.376833333333334,22.162499999999998,51.75
2019-02-22 18:00:00,0.0,3.4393333333333334,0.47583333333333333,19.85,72.43,1.0,0.0,6.243166666666666,0.23333333333333334,19.96,70.75,1.0,1.3883333333333332,0.2736666666666666,0.0,0.0,0.0,0.0,0.178,0.08266666666666667,19.73,72.44,1.0,0.0,0.0,0.0405,19.93,72.36,0.0,3.9151666666666665,6.4765,1.662,0.26066666666666666,0.0405,12.354833333333334,22.162499999999998,51.75
2019-02-22 19:00:00,0.0,1.1528333333333334,0.25666666666666665,19.85,72.43,1.0,0.0,5.4351666666666665,0.18366666666666667,19.96,70.75,1.0,1.668,0.2735,0.0,0.0,0.0,0.0,0.178,0.06433333333333334,19.73,72.44,1.0,0.0,0.0,0.03983333333333334,19.93,72.36,0.0,1.4095000000000002,5.618833333333333,1.9415,0.24233333333333332,0.03983333333333334,9.252,22.162499999999998,51.75
2019-02-22 20:00:00,0.0,0.0,0.2755,19.85,72.43,1.0,0.0,5.467,0.15866666666666665,19.96,70.75,1.0,1.7305,0.26733333333333337,0.0,0.0,0.0,0.0,0.17966666666666667,0.07616666666666667,19.73,72.44,1.0,0.0,0.0,0.03916666666666667,19.93,72.36,0.0,0.2755,5.625666666666667,1.9978333333333333,0.2558333333333333,0.03916666666666667,8.194,22.162499999999998,51.75
2019-02-22 21:00:00,0.0,0.0,0.223,19.85,72.43,1.0,0.0,4.7475000000000005,0.14233333333333334,19.96,70.75,1.0,1.5113333333333332,0.268,0.0,0.0,0.0,0.0,0.18,0.06266666666666668,19.73,72.44,1.0,0.0,0.0,0.0355,19.93,72.36,0.0,0.223,4.889833333333333,1.7793333333333334,0.24266666666666664,0.0355,7.170333333333334,22.162499999999998,51.75
2019-02-22 22:00:00,0.0,0.0,0.1411666666666667,19.85,72.43,1.0,0.0,0.01,0.07483333333333334,19.96,70.75,1.0,0.01916666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,0.178,0.0735,19.73,72.44,1.0,0.0,0.0,0.03783333333333334,19.93,72.36,0.0,0.1411666666666667,0.08483333333333334,0.2858333333333334,0.2515,0.03783333333333334,0.8011666666666668,22.162499999999998,51.75
2019-02-22 23:00:00,0.0,0.0,0.18583333333333335,19.85,72.43,1.0,0.0,0.01,0.0915,19.96,70.75,1.0,0.10600000000000001,0.26333333333333336,0.0,0.0,0.0,0.0,0.17866666666666664,0.073,19.73,72.44,1.0,0.0,0.0,0.03716666666666667,19.93,72.36,0.0,0.18583333333333335,0.1015,0.36933333333333335,0.25166666666666665,0.03716666666666667,0.9450000000000002,22.162499999999998,51.75
2019-02-23 00:00:00,0.0,0.0,0.1451666666666667,19.85,72.43,1.0,0.0,0.01,0.08600000000000001,19.96,70.75,1.0,0.06383333333333334,0.26733333333333337,0.0,0.0,0.0,0.0,0.17733333333333334,0.06316666666666666,19.73,72.44,1.0,0.0,0.0,0.03883333333333334,19.93,72.36,0.0,0.1451666666666667,0.09600000000000002,0.33116666666666666,0.2405,0.03883333333333334,0.8516666666666668,22.162499999999998,51.75
2019-02-23 01:00:00,0.0,0.0,0.15200000000000002,19.85,72.43,1.0,0.0,0.01,0.068,19.96,70.75,1.0,0.03066666666666667,0.26733333333333337,0.0,0.0,0.0,0.0,0.17750000000000002,0.07383333333333333,19.73,72.44,1.0,0.0,0.0,0.03933333333333334,19.93,72.36,0.0,0.15200000000000002,0.07800000000000001,0.29800000000000004,0.25133333333333335,0.03933333333333334,0.8186666666666668,22.162499999999998,51.75
2019-02-23 02:00:00,0.0,0.0,0.1756666666666667,19.85,72.43,1.0,0.0,0.01,0.14,19.96,70.75,1.0,0.09866666666666667,0.2641666666666667,0.0,0.0,0.0,0.0,0.178,0.06133333333333334,19.73,72.44,1.0,0.0,0.0,0.0395,19.93,72.36,0.0,0.1756666666666667,0.15,0.3628333333333334,0.23933333333333331,0.0395,0.9673333333333335,22.162499999999998,51.75
2019-02-23 03:00:00,0.0,0.0,0.13516666666666668,19.85,72.43,1.0,0.0,0.01,0.14083333333333334,19.96,70.75,1.0,0.06116666666666667,0.2641666666666667,0.0,0.0,0.0,0.0,0.18083333333333332,0.075,19.73,72.44,1.0,0.0,0.0,0.03916666666666667,19.93,72.36,0.0,0.13516666666666668,0.15083333333333335,0.32533333333333336,0.2558333333333333,0.03916666666666667,0.9063333333333333,22.162499999999998,51.75
2019-02-23 04:00:00,0.0,0.0,0.17750000000000002,19.85,72.43,1.0,0.0,0.009833333333333333,0.128,19.96,70.75,1.0,0.0605,0.2705,0.0,0.0,0.0,0.0,0.184,0.07116666666666667,19.73,72.44,1.0,0.0,0.0,0.03966666666666667,19.93,72.36,0.0,0.17750000000000002,0.13783333333333336,0.33100000000000007,0.25516666666666665,0.03966666666666667,0.9411666666666668,22.162499999999998,51.75
2019-02-23 05:00:00,0.0,0.0,0.14683333333333334,19.85,72.43,1.0,0.0,0.01,0.09833333333333334,19.96,70.75,1.0,0.067,0.2641666666666667,0.0,0.0,0.0,0.0,0.18183333333333335,0.06483333333333334,19.73,72.44,1.0,0.0,0.0,0.03916666666666667,19.93,72.36,0.0,0.14683333333333334,0.10833333333333335,0.33116666666666666,0.24666666666666665,0.03916666666666667,0.8721666666666668,22.162499999999998,51.75
2019-02-23 06:00:00,0.0,0.0,0.18716666666666668,19.85,72.43,1.0,0.0,0.01,0.06566666666666668,19.96,70.75,1.0,0.057833333333333334,0.26733333333333337,0.0,0.0,0.0,0.0,0.178,0.075,19.73,72.44,1.0,0.0,0.0,0.03883333333333334,19.93,72.36,0.0,0.18716666666666668,0.07566666666666667,0.3251666666666667,0.253,0.03883333333333334,0.8798333333333335,22.162499999999998,51.75
2019-02-23 07:00:00,4.430833333333334,0.0,0.1315,19.85,72.43,1.0,5.946666666666667,0.01,0.060500000000000005,19.96,70.75,1.0,0.064,0.26666666666666666,0.0,0.0,0.0,5.478,0.17600000000000002,0.06066666666666667,19.73,72.44,1.0,4.052666666666666,0.0,0.03900000000000001,19.93,72.36,0.0,4.562333333333333,6.017166666666667,0.3306666666666667,5.714666666666667,4.098583333333334,20.772916666666667,22.162499999999998,51.75
2019-02-23 08:00:00,7.269666666666667,0.0,0.15933333333333335,19.85,72.43,1.0,8.260333333333334,0.01,0.05916666666666667,19.96,70.75,1.0,0.078,0.265,0.0,0.0,0.0,11.569166666666666,0.17466666666666666,0.07216666666666667,19.73,72.44,1.0,2.2501666666666664,0.0,0.03266666666666666,19.93,72.36,0.0,7.429,8.329500000000001,0.343,11.816,2.2828333333333335,30.200333333333337,22.162499999999998,51.75
2019-02-23 09:00:00,0.0,0.6421666666666667,0.24133333333333334,19.85,72.43,1.0,0.0,0.010833333333333334,0.06383333333333334,19.96,70.75,1.0,0.04883333333333333,0.26816666666666666,0.0,0.0,0.0,0.0,0.17583333333333334,0.06633333333333333,19.73,72.44,1.0,0.0,0.0,0.0395,19.93,72.36,0.0,0.8835,0.07466666666666667,0.31700000000000006,0.24216666666666667,0.0395,1.5568333333333335,22.162499999999998,51.75
2019-02-23 10:00:00,0.0,0.6944999999999999,0.3185,19.85,72.43,1.0,0.0,0.01,0.08516666666666667,19.96,70.75,1.0,0.060333333333333336,0.2665,0.0,0.0,0.0,0.0,0.178,0.068,19.73,72.44,1.0,0.0,0.0,0.0395,19.93,72.36,0.0,1.013,0.09516666666666668,0.32683333333333336,0.246,0.0395,1.7205000000000001,22.162499999999998,51.75
